% # columns="iteration, evaluation, void, void, void, xmean", seed=861005, Wed Jan 24 19:00:19 2018, <python>{}</python> # scaling_of_variables: 1, typical_x: 0
1 14 0 0 0 -3.0284217219068537 0.05039473097772669 -2.9859580379470327 2.0191512010198798 -1.0114293790165594 1.9803675193729569 0.9849708488498651 2.005245890827273 2.894063440956728 2.0437706533219178 2.975428385610257 -0.029588868473466402 0.9915045494934354 -0.03593528546171294 -0.9885441623172297 0.04299208310803482 -0.9900898218860048 -1.9037656235617153 -1.044650948070476 -4.09891329631842 -1.0031910587141586 -5.940878404368619 -1.055106722825895 -7.916316534659579 1.0629695136206874 -7.995011569143683 1.0058973490241954 -5.997143730665321 1.0469062200299526 -3.9496951501200797 1.052363354203399 -1.9566566700821413 7.0162696486018215 3.082349978407156 4.904593499128683
2 28 0 0 0 -3.01134205323229 0.09875603387366733 -3.0121411100233235 2.019546042846189 -1.0180285670025844 2.0066390676359993 1.0052083786210222 2.094641227469266 2.9123248820519514 2.098681043305048 2.9568534836461264 -0.0012234258712243845 1.0330119871065526 -0.08488652472554922 -0.9474552939592513 0.06773280267358858 -1.0497791475765297 -1.9652312321728167 -1.0852598954236514 -4.103639953538579 -0.9613368772201645 -5.92789406213045 -1.0160285516911465 -7.943007277238064 1.041803147886427 -8.029949432652957 0.943074537325156 -5.912413087053632 1.0154172388430203 -3.9147283761328913 1.0256754559237569 -2.009373387519041 7.1041141607381855 3.05889000556494 4.992942338040777
3 42 0 0 0 -3.024416634699448 0.08498590924957868 -2.9333212530509214 2.0129919540917913 -1.1302775983881723 1.9619402709401512 1.0581136183444348 2.0533475609248812 2.9934818706767388 2.1120358406982014 2.8738409319127425 -0.012480736247815748 1.0447707060072846 -0.07307219432245965 -0.9791912178465674 0.024325517655347614 -1.1003514198764912 -1.9522055130726814 -1.0341265474015127 -4.096117169234439 -1.0347456339753147 -6.041496795801131 -1.0017203199707212 -7.901656577974118 1.0486545782618535 -8.016265866216926 0.9611038448214524 -5.849936073094456 0.9974224763464058 -3.9312559764883734 1.013289582130454 -2.03035606844978 7.10779788894189 3.053023613500054 5.032180248756391
4 56 0 0 0 -3.035573103210142 0.056628915990560795 -2.9804435946219776 1.9336468814782828 -1.0639450764327731 1.8893955139124237 1.0661395591752636 2.0968200125119942 2.998776944102262 2.042210439614537 2.922966635115888 -0.019353033049623276 1.1068778309846021 -0.05797393043895892 -0.9574602394039939 -0.019120467392272612 -1.1111338024378827 -1.8900507517955933 -1.059050760355227 -4.032878496097838 -1.0124654725147344 -6.042084254707837 -0.9749750030645259 -7.860117198435719 1.0304101517127788 -8.024920640435395 0.9508431813009941 -5.792693347115888 1.0215192634179688 -3.940168213303467 0.9773718609041521 -2.0134634876111512 7.094445676932793 3.038782307150605 4.927306846579384
5 70 0 0 0 -3.0692363953157153 0.0777984737160636 -2.9907148249532716 1.9659064678487326 -1.0451748027847116 1.8922737353275418 1.0597498743118257 2.1550291169879077 2.9762596578098974 2.0133060765915753 2.891637940972243 0.05396966322793922 1.0592854220952308 -0.06948467496227761 -0.9683246103864946 -0.034780293103150034 -1.1064268463669276 -1.8377503280950067 -1.0266348781848775 -4.097597603574178 -0.9796405083990747 -6.034594363609359 -0.9458540783550673 -7.925581953983445 1.0400824280035346 -8.073827160090682 0.9682545839797941 -5.783529879732515 1.0326505707581706 -3.9548341115229424 1.037971883348024 -2.0042506270392915 7.103174527709112 3.0631839473906046 4.946779664012146
6 84 0 0 0 -3.1087073499191176 0.06413101395345713 -2.986226460467852 1.859831154315807 -1.0371288679736936 1.9103652077626805 1.0465020540319923 2.1603115003525906 2.9299135232021234 1.9839936686480664 2.7938613337393416 0.060138828979912365 1.0791918889412564 -0.09160956447873425 -0.925795660290526 -0.014679440917362778 -1.0275086821752581 -1.818683987861131 -1.0817449786684894 -4.104258433513942 -0.9409630711552085 -5.955748040581447 -0.9680109061557642 -7.914508273421414 0.9565974310863794 -8.056446673128738 0.9967491243661687 -5.749749609769514 1.057471891220503 -3.9016970290473734 1.0677097691269253 -1.974599327944152 7.138551351899463 3.0859214002511157 4.970143708680935
7 98 0 0 0 -3.072305657616594 0.06308040245355453 -2.952415704286158 1.8840306090947945 -1.032768893488153 2.004944457491911 1.0895310812100036 2.0806079476407513 2.92827211917396 1.9444391210517937 2.8072499377477773 0.05032956378986097 1.0893618508759402 -0.11052551512635009 -0.8879822281157252 0.014200969121403288 -0.9826124340023518 -1.887433886639536 -1.0910939911875455 -4.036060980696455 -0.9469651302848973 -5.952621259497255 -1.0050846632489183 -7.909045308241474 0.9459645679687121 -8.064593225835607 1.0019451626004914 -5.788742967159391 1.0314223755425926 -3.900014419498808 1.0621297750755245 -2.0677323263181386 7.162669152150513 3.0363987703384137 5.056304576626101
8 112 0 0 0 -3.1114182077248187 0.03559403792919818 -2.950885664481799 1.9043924771930942 -1.0329585021738843 1.9554647081271603 1.063904320127237 2.0198846415580554 2.9517684924371013 1.98079082413028 2.835617293098906 0.04237427414350358 1.1096238354772843 -0.09491652759519358 -0.8583657168352095 -0.013702648120624751 -1.0060132849831491 -1.903127540516157 -1.015225097761946 -3.9858189696406434 -0.9068463665864821 -5.891439629623506 -0.9924473900243682 -7.873004059135332 0.9790338535106797 -8.041229227632781 0.9986448032561128 -5.825108467590029 1.037296994393997 -3.9589562705520707 1.0622669860053162 -2.1290703623492124 7.201491380047341 3.1079827834284006 5.099449446157972
9 126 0 0 0 -3.0587347173560264 0.008987635591302254 -2.9701364592659556 1.9135012408929262 -1.0023054703416885 1.9313832614139008 1.0521171503055275 2.002631265915249 2.920964717251868 1.9972757799605398 2.8791173364359675 0.08253433501711491 1.124053518567384 -0.04093962821824412 -0.8185259238962728 -0.0010802578663689014 -1.0039388542588719 -1.9439463734548812 -0.9885510691696491 -4.04100861667829 -0.9074386827936255 -5.892042157471352 -0.9694051857079334 -7.946591081993104 0.9607638857313687 -8.08517246824105 0.8969054115167654 -5.805240683367754 1.0443810843894852 -3.941308534356621 1.033247833157202 -2.170019899637359 7.212449280893198 3.066686310084483 5.078211078424766
10 140 0 0 0 -3.0588910866271917 0.001815559522441253 -3.018846600507766 1.9202527546133332 -1.0174293741258469 1.9533986781264108 1.031753820484614 2.031334772793727 2.835427259252599 2.0687258739511396 2.9283811847457195 0.08074980756104067 1.105653262396896 -0.09045962419427787 -0.7697344577132509 0.04800616455830113 -1.0902153469499665 -1.9663183417757042 -1.0201568803879704 -4.004678558232678 -0.952433839781431 -5.902538453428239 -0.9808020794536464 -7.929493228071794 0.9616183776989953 -8.097529487810572 0.8636006728265584 -5.7688039500938375 1.0467554086757036 -3.936404533693141 1.0480660976197285 -2.121162982849058 7.283382975762424 3.037620988231293 5.127014629508914
